Datetime,Open,High,Low,Close,Adj Close,Volume
2024-08-30 09:30:00-04:00,230.0,230.0,229.72000122070312,229.78500366210938,229.78500366210938,1537267
2024-08-30 09:31:00-04:00,229.5,229.9499969482422,229.47000122070312,229.66000366210938,229.66000366210938,270139
2024-08-30 09:32:00-04:00,229.83999633789062,229.83999633789062,229.8000030517578,229.8000030517578,229.8000030517578,156875
2024-08-30 09:33:00-04:00,229.99000549316406,229.99000549316406,229.99000549316406,229.99000549316406,229.99000549316406,129943
2024-08-30 09:34:00-04:00,229.97000122070312,230.25,229.72000122070312,230.0399932861328,230.0399932861328,175263
2024-08-30 09:35:00-04:00,229.97000122070312,230.13999938964844,229.92999267578125,230.08999633789062,230.08999633789062,169239
2024-08-30 09:36:00-04:00,230.10000610351562,230.1300048828125,229.82000732421875,230.0399932861328,230.0399932861328,159767
2024-08-30 09:37:00-04:00,230.0399932861328,230.38999938964844,229.97000122070312,230.32000732421875,230.32000732421875,230431
2024-08-30 09:38:00-04:00,230.30999755859375,230.39999389648438,230.0,230.05999755859375,230.05999755859375,162672
2024-08-30 09:39:00-04:00,230.07200622558594,230.2899932861328,230.00999450683594,230.03280639648438,230.03280639648438,112708
2024-08-30 09:40:00-04:00,230.0345001220703,230.10000610351562,229.92999267578125,230.03500366210938,230.03500366210938,161971
2024-08-30 09:41:00-04:00,230.03799438476562,230.25,229.97999572753906,230.07000732421875,230.07000732421875,175222
2024-08-30 09:42:00-04:00,230.07000732421875,230.25,229.9949951171875,230.0399932861328,230.0399932861328,131676
2024-08-30 09:43:00-04:00,230.0500030517578,230.05999755859375,229.65499877929688,229.8300018310547,229.8300018310547,141938
2024-08-30 09:44:00-04:00,229.83889770507812,229.9199981689453,229.6999969482422,229.81500244140625,229.81500244140625,108411
2024-08-30 09:45:00-04:00,229.8300018310547,230.02999877929688,229.6699981689453,230.02090454101562,230.02090454101562,131746
2024-08-30 09:46:00-04:00,230.02000427246094,230.1199951171875,229.86000061035156,229.89999389648438,229.89999389648438,109864
2024-08-30 09:47:00-04:00,229.91000366210938,229.91000366210938,229.35000610351562,229.4199981689453,229.4199981689453,138444
2024-08-30 09:48:00-04:00,229.42999267578125,229.66000366210938,229.42999267578125,229.6199951171875,229.6199951171875,82399
2024-08-30 09:49:00-04:00,229.6300048828125,229.6999969482422,229.30999755859375,229.31500244140625,229.31500244140625,117526
